Issue key,Summary,Issue Type,Status,Assignee,Reporter,Created,Due date,Issue id,Assignee Id,Reporter Id,Priority,Resolution,Updated
VFS-432,Logout API Integration,Subtask,Ready to Review,Subramanya c,Subburaj Reddy,04-06-2024 09:38,07-06-2024 00:00,13254,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,07-06-2024 10:26
VFS-431,Logout UI,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,04-06-2024 09:37,05-06-2024 00:00,13252,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,06-06-2024 11:40
VFS-431,Logout UI,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,04-06-2024 09:37,05-06-2024 00:00,13252,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,06-06-2024 11:40
VFS-430,Reset Password API integration,Subtask,In Progress,Subramanya c,Subburaj Reddy,04-06-2024 09:36,07-06-2024 00:00,13251,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,07-06-2024 09:57
VFS-430,Reset Password API integration,Subtask,In Progress,Subramanya c,Subburaj Reddy,04-06-2024 09:36,07-06-2024 00:00,13251,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,07-06-2024 09:57
VFS-429,Forgot password API Integration,Subtask,In Progress,Subramanya c,Subburaj Reddy,04-06-2024 09:35,07-06-2024 00:00,13249,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,07-06-2024 10:25
VFS-429,Forgot password API Integration,Subtask,In Progress,Subramanya c,Subburaj Reddy,04-06-2024 09:35,07-06-2024 00:00,13249,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,07-06-2024 10:25
VFS-428,Login API integration,Subtask,Ready to Review,Subramanya c,Subburaj Reddy,04-06-2024 09:34,06-06-2024 00:00,13248,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,07-06-2024 09:56
VFS-428,Login API integration,Subtask,Ready to Review,Subramanya c,Subburaj Reddy,04-06-2024 09:34,06-06-2024 00:00,13248,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,07-06-2024 09:56
VFS-427,Reusable Reassign QA and Researcher Model,Subtask,Ready to deploy,Prashanth HK,Subburaj Reddy,03-06-2024 23:01,03-06-2024 00:00,13247,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,,04-06-2024 15:56
VFS-427,Reusable Reassign QA and Researcher Model,Subtask,Ready to deploy,Prashanth HK,Subburaj Reddy,03-06-2024 23:01,03-06-2024 00:00,13247,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 15:56
VFS-426,RE-Usable table for the Reassign Task in admin,Subtask,Ready to deploy,Sridharan,Subburaj Reddy,03-06-2024 21:47,04-06-2024 00:00,13246,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,,06-06-2024 13:09
VFS-426,RE-Usable table for the Reassign Task in admin,Subtask,Ready to deploy,Sridharan,Subburaj Reddy,03-06-2024 21:47,04-06-2024 00:00,13246,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,06-06-2024 13:09
VFS-425,VFS - Globally set Queries into single file - BackEnd API's,Task,Ready to Review,Sumanth S Yattinahalli,Subburaj Reddy,03-06-2024 13:07,11-06-2024 00:00,13245,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,Medium,,06-06-2024 12:54
VFS-425,VFS - Globally set Queries into single file - BackEnd API's,Task,Ready to Review,Sumanth S Yattinahalli,Subburaj Reddy,03-06-2024 13:07,11-06-2024 00:00,13245,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,06-06-2024 12:54
VFS-424,Verify and Test IFCT Book Ingredients Database Verification,Task,Completed,Meghanath M,Sachin K,03-06-2024 13:01,04-06-2024 00:00,13244,712020:1752ec46-1d47-48b4-828b-65d493b0e6d2,712020:8466b986-4939-46af-821f-5bd62195978c,Medium,Done,04-06-2024 16:57
VFS-424,Verify and Test IFCT Book Ingredients Database Verification,Task,Completed,Meghanath M,Sachin K,03-06-2024 13:01,04-06-2024 00:00,13244,712020:8466b986-4939-46af-821f-5bd62195978c,712020:1752ec46-1d47-48b4-828b-65d493b0e6d2,Medium,Done,04-06-2024 16:57
VFS-422,VFS - Swagger API Integration & Documentation - BackEnd API's.,Task,Completed,Sumanth S Yattinahalli,Subburaj Reddy,03-06-2024 11:01,11-06-2024 00:00,13242,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,Medium,Done,05-06-2024 10:07
VFS-422,VFS - Swagger API Integration & Documentation - BackEnd API's.,Task,Completed,Sumanth S Yattinahalli,Subburaj Reddy,03-06-2024 11:01,11-06-2024 00:00,13242,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,Done,05-06-2024 10:07
VFS-421,Reset Success UI,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,03-06-2024 10:35,04-06-2024 00:00,13241,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,04-06-2024 15:04
VFS-421,Reset Success UI,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,03-06-2024 10:35,04-06-2024 00:00,13241,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 15:04
VFS-420,Rework Details ui page,Subtask,Ready to deploy,Sridharan,Subburaj Reddy,03-06-2024 10:14,05-06-2024 00:00,13240,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,,06-06-2024 12:58
VFS-420,Rework Details ui page,Subtask,Ready to deploy,Sridharan,Subburaj Reddy,03-06-2024 10:14,05-06-2024 00:00,13240,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,06-06-2024 12:58
VFS-42,build configuration for frontend vizzhy food studio,Story,Completed,Sridharan,Subramanya c,05-04-2024 17:01,,12233,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,,17-04-2024 17:41
VFS-42,build configuration for frontend vizzhy food studio,Story,Completed,Sridharan,Subramanya c,05-04-2024 17:01,,12233,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,17-04-2024 17:41
VFS-419,Adding Recipe Details and Countinue - UI Screen,Subtask,Ready to deploy,Sridharan,Subburaj Reddy,03-06-2024 10:13,04-06-2024 00:00,13239,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,,06-06-2024 12:56
VFS-419,Adding Recipe Details and Countinue - UI Screen,Subtask,Ready to deploy,Sridharan,Subburaj Reddy,03-06-2024 10:13,04-06-2024 00:00,13239,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,06-06-2024 12:56
VFS-418,View parameter integration in QA,Subtask,ON HOLD,Pooja Mudegoud,Subburaj Reddy,03-06-2024 10:04,06-06-2024 00:00,13238,712020:e4820161-e894-4f74-baab-c4d0f8f9f5b4,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 10:16
VFS-417,Confirmation mail,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,03-06-2024 10:04,04-06-2024 00:00,13237,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,04-06-2024 15:02
VFS-417,Confirmation mail,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,03-06-2024 10:04,04-06-2024 00:00,13237,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 15:02
VFS-416,View page integration in QA,Subtask,ON HOLD,Pooja Mudegoud,Subburaj Reddy,03-06-2024 10:03,04-06-2024 00:00,13236,712020:e4820161-e894-4f74-baab-c4d0f8f9f5b4,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 10:16
VFS-415,Reset password screen,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,03-06-2024 10:03,03-06-2024 00:00,13235,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,04-06-2024 15:01
VFS-415,Reset password screen,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,03-06-2024 10:03,03-06-2024 00:00,13235,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 15:01
VFS-414,Researcher ui dashboard design,Subtask,Ready to deploy,Sridharan,Subburaj Reddy,03-06-2024 10:01,04-06-2024 00:00,13234,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,,04-06-2024 16:05
VFS-414,Researcher ui dashboard design,Subtask,Ready to deploy,Sridharan,Subburaj Reddy,03-06-2024 10:01,04-06-2024 00:00,13234,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 16:05
VFS-413,Forgot password Screen,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,03-06-2024 10:01,04-06-2024 00:00,13233,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,04-06-2024 14:57
VFS-413,Forgot password Screen,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,03-06-2024 10:01,04-06-2024 00:00,13233,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 14:57
VFS-412,Select All Functionality in the Admin Data Table,Subtask,Ready to deploy,Prashanth HK,Subburaj Reddy,03-06-2024 09:58,03-06-2024 00:00,13232,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,,04-06-2024 15:51
VFS-412,Select All Functionality in the Admin Data Table,Subtask,Ready to deploy,Prashanth HK,Subburaj Reddy,03-06-2024 09:58,03-06-2024 00:00,13232,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 15:51
VFS-411,"Admin Excel download, upload and Admin recipes view UI",Subtask,Ready to deploy,Prashanth HK,Subburaj Reddy,31-05-2024 18:13,31-05-2024 00:00,13231,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,,04-06-2024 15:48
VFS-411,"Admin Excel download, upload and Admin recipes view UI",Subtask,Ready to deploy,Prashanth HK,Subburaj Reddy,31-05-2024 18:13,31-05-2024 00:00,13231,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 15:48
VFS-410,Logs configuration for new project,Subtask,Ready to Review,Manjunath C,Subburaj Reddy,31-05-2024 14:51,04-06-2024 00:00,13230,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,04-06-2024 15:02
VFS-410,Logs configuration for new project,Subtask,Ready to Review,Manjunath C,Subburaj Reddy,31-05-2024 14:51,04-06-2024 00:00,13230,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,04-06-2024 15:02
VFS-409,Documentation - New Backend project structure,Subtask,Ready to Review,Guruprasad C V,Subburaj Reddy,31-05-2024 14:46,04-06-2024 00:00,13229,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:93faf660-f701-4dd2-ba8d-97f2903e7280,,,07-06-2024 11:53
VFS-409,Documentation - New Backend project structure,Subtask,Ready to Review,Guruprasad C V,Subburaj Reddy,31-05-2024 14:46,04-06-2024 00:00,13229,712020:93faf660-f701-4dd2-ba8d-97f2903e7280,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,,07-06-2024 11:53,
VFS-408,Base Project Structure Using Sequelize,Subtask,Ready to Review,Manjunath C,Subburaj Reddy,31-05-2024 13:05,31-05-2024 00:00,13228,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,31-05-2024 17:52
VFS-408,Base Project Structure Using Sequelize,Subtask,Ready to Review,Manjunath C,Subburaj Reddy,31-05-2024 13:05,31-05-2024 00:00,13228,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,31-05-2024 17:52
VFS-407,Technical Requirements Of VFS,Task,Ready to Review,Chirag N,Naveen,31-05-2024 11:37,04-06-2024 00:00,13227,712020:98f0cf74-53f8-43c8-ada5-24b8793c156d,712020:145d9d83-4826-4e40-ba25-83aec260f4f9,Medium,,06-06-2024 12:54
VFS-407,Technical Requirements Of VFS,Task,Ready to Review,Chirag N,Naveen,31-05-2024 11:37,04-06-2024 00:00,13227,712020:145d9d83-4826-4e40-ba25-83aec260f4f9,712020:98f0cf74-53f8-43c8-ada5-24b8793c156d,Medium,,06-06-2024 12:54
VFS-406,Login Screen Ui,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,31-05-2024 10:01,03-06-2024 00:00,13222,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,04-06-2024 14:55
VFS-406,Login Screen Ui,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,31-05-2024 10:01,03-06-2024 00:00,13222,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 14:55
VFS-405,QA Dashboard Ui,Subtask,Ready to deploy,Pooja Mudegoud,Subburaj Reddy,31-05-2024 10:01,03-06-2024 00:00,13221,712020:e4820161-e894-4f74-baab-c4d0f8f9f5b4,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 16:22
VFS-404,Re-Usable Table  UI  Global,Subtask,Ready to deploy,Sridharan,Subburaj Reddy,31-05-2024 09:58,03-06-2024 00:00,13220,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,,04-06-2024 18:18
VFS-404,Re-Usable Table  UI  Global,Subtask,Ready to deploy,Sridharan,Subburaj Reddy,31-05-2024 09:58,03-06-2024 00:00,13220,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 18:18
VFS-403,Edit User in  Admin  UI,Subtask,Ready to Review,Prashanth HK,Subburaj Reddy,31-05-2024 09:57,31-05-2024 00:00,13219,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,,07-06-2024 10:19
VFS-403,Edit User in  Admin  UI,Subtask,Ready to Review,Prashanth HK,Subburaj Reddy,31-05-2024 09:57,31-05-2024 00:00,13219,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,07-06-2024 10:19
VFS-402,Add User in Admin UI,Subtask,Ready to deploy,Prashanth HK,Subburaj Reddy,31-05-2024 09:55,03-06-2024 00:00,13218,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,,07-06-2024 10:27
VFS-402,Add User in Admin UI,Subtask,Ready to deploy,Prashanth HK,Subburaj Reddy,31-05-2024 09:55,03-06-2024 00:00,13218,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,07-06-2024 10:27
VFS-401,Home Screen For VFS,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,31-05-2024 09:54,31-05-2024 00:00,13217,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,04-06-2024 14:52
VFS-401,Home Screen For VFS,Subtask,Ready to deploy,Subramanya c,Subburaj Reddy,31-05-2024 09:54,31-05-2024 00:00,13217,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,04-06-2024 14:52
VFS-400,VFS-QA Functionality,Story,In Progress,Pooja Mudegoud,Subburaj Reddy,31-05-2024 09:52,14-06-2024 00:00,13216,712020:e4820161-e894-4f74-baab-c4d0f8f9f5b4,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,06-06-2024 12:54
VFS-399,VFS-Researcher Functionality,Story,In Progress,Sridharan,Subburaj Reddy,31-05-2024 09:51,14-06-2024 00:00,13215,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,,06-06-2024 12:54
VFS-399,VFS-Researcher Functionality,Story,In Progress,Sridharan,Subburaj Reddy,31-05-2024 09:51,14-06-2024 00:00,13215,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,06-06-2024 12:54
VFS-398,VFS- Admin Functionality,Story,In Progress,Prashanth HK,Subburaj Reddy,31-05-2024 09:50,14-06-2024 00:00,13214,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,,06-06-2024 12:54
VFS-398,VFS- Admin Functionality,Story,In Progress,Prashanth HK,Subburaj Reddy,31-05-2024 09:50,14-06-2024 00:00,13214,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,06-06-2024 12:54
VFS-397,VFS- User Module Functionality,Story,In Progress,Subramanya c,Subburaj Reddy,31-05-2024 09:45,10-06-2024 00:00,13213,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,07-06-2024 10:23
VFS-397,VFS- User Module Functionality,Story,In Progress,Subramanya c,Subburaj Reddy,31-05-2024 09:45,10-06-2024 00:00,13213,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,07-06-2024 10:23
VFS-396,Vizzhy Food Studio -QA Module,Epic,To Do,Subburaj Reddy,Subramanya c,31-05-2024 09:41,14-06-2024 00:00,13212,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,,06-06-2024 12:54
VFS-396,Vizzhy Food Studio -QA Module,Epic,To Do,Subburaj Reddy,Subramanya c,31-05-2024 09:41,14-06-2024 00:00,13212,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,06-06-2024 12:54
VFS-395,Vizzhy Food Studio -Researcher Module,Epic,In Progress,Sridharan,Subramanya c,31-05-2024 09:40,14-06-2024 00:00,13210,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,,07-06-2024 10:17
VFS-395,Vizzhy Food Studio -Researcher Module,Epic,In Progress,Sridharan,Subramanya c,31-05-2024 09:40,14-06-2024 00:00,13210,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,07-06-2024 10:17
VFS-394,Vizzhy Food Studio- Admin Module,Epic,In Progress,Prashanth HK,Subramanya c,31-05-2024 09:36,14-06-2024 00:00,13209,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,,07-06-2024 10:31
VFS-394,Vizzhy Food Studio- Admin Module,Epic,In Progress,Prashanth HK,Subramanya c,31-05-2024 09:36,14-06-2024 00:00,13209,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,07-06-2024 10:31
VFS-393,Vizzhy Food Studio -User Module,Epic,To Do,Subramanya c,Subramanya c,31-05-2024 09:35,07-06-2024 00:00,13208,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,06-06-2024 12:54
VFS-393,Vizzhy Food Studio -User Module,Epic,To Do,Subramanya c,Subramanya c,31-05-2024 09:35,07-06-2024 00:00,13208,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,06-06-2024 12:54
VFS-392,VFS - Code review for Backend project,Task,Ready to Review,Manjunath C,Subburaj Reddy,30-05-2024 16:56,04-06-2024 00:00,13206,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,06-06-2024 12:54
VFS-392,VFS - Code review for Backend project,Task,Ready to Review,Manjunath C,Subburaj Reddy,30-05-2024 16:56,04-06-2024 00:00,13206,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,06-06-2024 12:54
VFS-391,VFS - Create table structure for Notification Module,Task,Ready to Review,Manjunath C,Subburaj Reddy,30-05-2024 11:40,30-05-2024 00:00,13205,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,06-06-2024 12:54
VFS-391,VFS - Create table structure for Notification Module,Task,Ready to Review,Manjunath C,Subburaj Reddy,30-05-2024 11:40,30-05-2024 00:00,13205,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,06-06-2024 12:54
VFS-390,Admin - Download the approved food data in excel format,Task,Completed,Sumanth S Yattinahalli,Manjunath C,30-05-2024 10:14,31-05-2024 00:00,13198,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,Medium,Done,31-05-2024 10:05
VFS-390,Admin - Download the approved food data in excel format,Task,Completed,Sumanth S Yattinahalli,Manjunath C,30-05-2024 10:14,31-05-2024 00:00,13198,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,31-05-2024 10:05
VFS-389,Food Ingredients template - Read Excel dropdown values,Subtask,Completed,Sumanth S Yattinahalli,Manjunath C,30-05-2024 10:11,30-05-2024 00:00,13197,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,Medium,Done,30-05-2024 11:37
VFS-389,Food Ingredients template - Read Excel dropdown values,Subtask,Completed,Sumanth S Yattinahalli,Manjunath C,30-05-2024 10:11,30-05-2024 00:00,13197,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,30-05-2024 11:37
VFS-388,Project structure for VFS,Task,Completed,Sridharan,Subramanya c,30-05-2024 10:02,,13196,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,Done,03-06-2024 10:09
VFS-388,Project structure for VFS,Task,Completed,Sridharan,Subramanya c,30-05-2024 10:02,,13196,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,03-06-2024 10:09
VFS-387,Non functional requirements for VFS Documentation,Task,Ready to Review,Chirag N,Naveen,30-05-2024 09:56,03-06-2024 00:00,13195,712020:98f0cf74-53f8-43c8-ada5-24b8793c156d,712020:145d9d83-4826-4e40-ba25-83aec260f4f9,Medium,,06-06-2024 12:54
VFS-387,Non functional requirements for VFS Documentation,Task,Ready to Review,Chirag N,Naveen,30-05-2024 09:56,03-06-2024 00:00,13195,712020:145d9d83-4826-4e40-ba25-83aec260f4f9,712020:98f0cf74-53f8-43c8-ada5-24b8793c156d,Medium,,06-06-2024 12:54
VFS-386,Project Structure for VFS,Task,Completed,Pooja Mudegoud,Subramanya c,30-05-2024 09:54,,13193,712020:e4820161-e894-4f74-baab-c4d0f8f9f5b4,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,31-05-2024 10:10
VFS-385,Project structure Documentation,Task,Completed,Subramanya c,Subburaj Reddy,30-05-2024 09:41,,13191,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,04-06-2024 16:23
VFS-385,Project structure Documentation,Task,Completed,Subramanya c,Subburaj Reddy,30-05-2024 09:41,,13191,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,Done,04-06-2024 16:23
VFS-382,Admin -  View the approved food items details API,Task,Completed,Sumanth S Yattinahalli,Manjunath C,29-05-2024 14:35,29-05-2024 00:00,13182,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,Medium,Done,31-05-2024 10:01
VFS-382,Admin -  View the approved food items details API,Task,Completed,Sumanth S Yattinahalli,Manjunath C,29-05-2024 14:35,29-05-2024 00:00,13182,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,31-05-2024 10:01
VFS-381,QA - Rework / Approve food data API,Task,Ready to Review,Manjunath C,Subburaj Reddy,29-05-2024 12:07,29-05-2024 00:00,13179,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,06-06-2024 12:54
VFS-381,QA - Rework / Approve food data API,Task,Ready to Review,Manjunath C,Subburaj Reddy,29-05-2024 12:07,29-05-2024 00:00,13179,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,06-06-2024 12:54
